"age","female","metro","member","location","pilot","ID","last","cash","sat"
61,1,1,3,1,1,13982,NA,NA,NA
55,1,1,4,1,1,13986,83,0,3
41,1,1,1,1,1,13988,65,0,1
38,1,1,4,1,1,13989,111,0,3
48,1,1,3,1,1,13990,51,0,4
47,0,1,4,1,1,13996,105,0,4
36,1,1,1,1,1,13997,43,0,1
40,1,1,2,1,1,13998,43,0,1
50,0,1,1,1,1,13999,127,0,1
53,1,1,1,1,1,14002,83,0,1
42,1,1,2,1,1,14003,41,0,1
57,1,1,3,1,1,14005,42,1,2
45,1,1,1,1,1,14009,83,0,1
54,0,1,2,1,1,14010,48,1,1
48,1,1,1,1,1,14011,16,1,1
42,1,1,3,1,1,14012,22,1,1
48,1,1,1,1,1,14013,98,0,1
41,1,1,2,1,1,14015,53,0,1
50,1,1,2,1,1,14017,78,0,1
46,1,1,2,1,1,14019,97,0,1
60,1,1,3,1,1,14020,192,0,4
31,1,1,4,1,1,14022,61,0,2
46,0,1,3,1,1,14023,71,0,1
46,0,1,4,1,1,14024,NA,NA,NA
52,1,1,1,1,1,14025,65,0,1
49,1,1,4,1,1,14027,113,0,3
60,1,1,1,1,1,14033,94,0,1
47,1,1,1,1,1,14034,66,0,1
46,1,1,1,1,1,14036,70,0,1
44,1,1,2,1,1,14037,163,0,1
52,1,1,3,1,1,14038,74,0,3
53,1,1,1,1,1,14039,88,0,1
47,1,1,4,1,1,14040,76,0,3
41,1,1,1,1,1,14041,31,0,1
32,1,1,1,1,1,14043,62,0,1
53,1,1,2,1,1,14044,152,0,1
52,1,1,2,1,1,14045,60,0,1
59,1,1,1,1,1,14047,207,0,1
45,1,1,4,1,1,14048,98,0,5
45,1,1,2,1,1,14049,44,0,1
40,1,1,2,1,1,14050,82,0,1
47,1,1,4,1,1,14051,27,1,3
48,1,1,3,1,1,14052,103,0,3
46,1,1,2,1,1,14054,97,0,1
39,1,1,3,1,1,14059,91,0,1
44,0,1,2,1,1,14060,NA,NA,NA
51,0,1,1,1,1,14061,46,1,1
49,1,1,3,1,1,14065,78,0,3
46,1,1,1,1,1,14066,20,1,1
46,1,1,3,1,1,14071,104,0,1
58,1,1,1,1,1,14072,24,1,1
46,0,1,1,1,1,14073,133,0,1
37,1,1,2,1,1,14074,82,0,1
39,1,1,1,1,1,14081,88,0,1
46,1,1,1,1,1,14083,45,0,1
56,1,1,1,1,1,14084,NA,NA,NA
53,1,1,2,1,1,14086,53,1,1
48,1,1,3,1,1,14087,54,0,2
52,1,1,1,1,1,14091,95,0,1
56,0,1,4,1,1,14092,42,1,3
47,1,1,2,1,1,14093,48,0,3
49,1,1,2,1,1,14095,43,1,1
46,1,1,3,1,1,14097,106,0,4
37,1,1,3,1,1,14098,81,0,2
43,1,1,1,1,1,14099,NA,NA,NA
52,1,1,3,1,1,14100,27,1,1
37,0,1,3,1,1,14101,111,0,1
64,1,1,1,1,1,14105,NA,NA,NA
37,1,1,3,1,1,14106,32,0,2
47,1,1,3,1,1,14107,45,0,2
52,0,1,1,1,1,14108,48,1,3
53,1,1,1,1,1,14110,97,0,1
48,1,1,3,1,1,14111,50,0,3
NA,NA,1,2,1,1,14112,91,0,1
45,1,1,1,1,1,14113,115,0,1
54,1,1,4,1,1,14115,NA,NA,NA
48,1,1,1,1,1,14116,65,0,1
38,1,1,4,1,1,14117,43,0,4
43,1,1,3,1,1,14118,104,0,2
52,1,1,2,1,1,14119,108,0,2
43,1,1,4,1,1,14121,47,0,4
31,1,1,2,1,1,14122,200,0,1
46,0,1,3,1,1,14125,110,0,3
50,1,1,2,1,1,14128,71,0,2
51,1,1,3,1,1,14131,81,0,1
50,1,1,3,1,1,14132,58,0,1
42,1,1,1,1,1,14133,25,0,1
49,1,1,4,1,1,14135,46,0,4
51,1,1,2,1,1,14137,NA,NA,NA
46,0,1,3,1,1,14141,46,0,3
NA,NA,1,4,1,1,14142,67,0,4
50,1,1,3,1,1,14143,45,1,2
59,0,1,1,1,1,14144,NA,NA,NA
55,1,1,1,1,1,14152,253,0,1
49,0,1,2,1,1,14153,108,0,1
NA,1,1,1,1,1,14154,92,0,1
52,1,1,1,1,1,14157,NA,NA,NA
52,1,1,2,1,1,14158,82,0,1
53,0,1,2,1,1,14159,48,0,1
57,1,1,2,1,1,14160,32,1,2
59,1,1,1,1,1,14161,83,0,1
50,1,1,1,1,1,14162,100,0,1
44,1,1,4,1,1,14164,24,1,3
52,0,1,3,1,1,14166,43,1,3
46,1,1,4,1,1,14168,206,0,3
40,1,1,2,1,1,14170,56,0,1
37,1,1,1,1,1,14171,81,0,2
46,1,1,3,1,1,14172,42,0,1
45,0,1,1,1,1,14173,81,0,1
35,1,1,2,1,1,14176,80,0,1
57,1,1,2,1,1,14177,NA,NA,NA
56,0,1,1,1,1,14178,56,1,1
50,1,1,3,1,1,14179,572,0,1
52,1,1,3,1,1,14180,66,0,1
51,1,1,1,1,1,14181,85,0,1
46,0,1,1,1,1,14184,131,0,1
52,1,1,1,1,1,14188,83,0,1
50,1,1,3,1,1,14190,140,0,4
33,1,1,1,1,1,14192,43,0,1
51,1,1,4,1,1,14193,68,0,3
48,1,1,4,1,1,14194,NA,NA,NA
44,1,1,1,1,1,14196,46,0,2
48,0,1,1,1,1,14197,103,0,1
50,1,1,3,1,1,14198,114,0,1
45,1,1,2,1,1,14202,95,0,1
45,0,1,4,1,1,14203,71,0,1
NA,1,1,1,1,1,14205,87,0,1
46,1,1,1,1,1,14208,59,0,1
39,1,1,3,1,1,14209,20,0,4
53,1,1,2,1,1,14211,NA,NA,NA
50,1,1,3,1,1,14212,54,0,4
54,1,1,4,1,1,14214,46,1,3
61,0,1,3,1,1,14217,65,1,2
47,1,1,1,1,1,14218,109,0,1
NA,1,1,1,1,1,14219,37,1,2
41,1,1,3,1,1,14220,89,0,1
55,1,1,2,1,1,14222,60,1,2
39,1,1,1,1,1,14224,73,0,1
45,1,1,1,1,1,14225,25,1,2
50,0,1,1,1,1,14226,NA,NA,NA
60,0,1,1,1,1,14227,102,0,1
41,1,1,3,1,1,14228,68,0,4
61,1,1,3,1,1,14230,68,0,1
41,1,1,4,1,1,14231,70,0,4
53,1,1,4,1,1,14233,NA,NA,NA
39,1,1,3,1,1,14235,110,0,1
43,1,1,1,1,1,14237,36,0,2
51,1,1,4,1,1,14238,69,0,5
49,1,1,3,1,1,14241,82,0,3
42,1,1,2,1,1,14242,NA,NA,NA
57,1,1,2,1,1,14245,45,1,1
44,1,1,1,1,1,14246,64,0,1
49,1,1,1,1,1,14247,114,0,3
41,1,1,1,1,1,14248,85,0,1
52,1,1,1,1,1,14251,55,1,1
54,1,1,1,1,1,14253,66,0,1
37,1,1,1,1,1,14254,46,0,1
52,0,1,4,1,1,14256,22,1,3
48,1,1,3,1,1,14258,25,1,1
43,1,1,3,1,1,14261,83,0,2
49,1,1,4,1,1,14262,53,0,2
54,0,1,4,1,1,14265,38,1,3
46,1,1,2,1,1,14267,73,0,2
47,1,1,3,1,1,14269,97,0,1
37,1,1,1,1,1,14271,51,0,1
55,0,1,1,1,1,14272,77,0,1
38,1,1,3,1,1,14274,50,0,3
45,1,1,3,1,1,14275,50,0,1
52,1,1,2,1,1,14276,62,0,1
45,1,1,4,1,1,14277,56,0,4
48,1,1,4,1,1,14278,90,0,2
46,0,1,3,1,1,14279,55,0,2
39,1,1,4,1,1,14280,83,0,5
53,1,1,4,1,1,14281,NA,NA,NA
58,1,1,4,1,1,14282,46,1,3
47,1,1,1,1,1,14284,37,1,2
52,1,1,2,1,1,14285,67,0,1
43,1,1,2,1,1,14286,32,0,2
39,1,1,2,1,1,14289,91,0,1
51,1,1,1,1,1,14290,NA,NA,NA
51,1,1,4,1,1,14291,41,1,4
58,1,1,2,1,1,14293,20,1,2
47,1,1,4,1,1,14296,34,1,4
65,1,1,3,1,1,14297,35,1,2
58,1,1,2,1,1,14298,68,1,1
51,1,1,2,1,1,14299,81,0,1
55,1,1,2,1,1,14300,41,1,1
56,1,1,1,1,1,14301,47,1,2
43,1,1,4,1,1,14302,60,0,4
40,1,1,3,1,1,14303,24,0,2
63,1,1,1,1,1,14304,49,1,1
55,1,1,3,1,1,14305,NA,NA,NA
49,1,1,1,1,1,14306,47,0,1
47,1,1,1,1,1,14308,144,0,3
49,1,1,2,1,1,14309,87,0,4
58,1,1,4,1,1,14311,NA,NA,NA
41,1,1,1,1,1,14312,56,0,1
44,1,1,1,1,1,14313,695,0,1
54,1,1,4,1,1,14315,102,0,3
56,1,1,3,1,1,14316,51,1,3
47,1,1,3,1,1,14320,42,0,2
36,1,1,2,1,1,14323,106,0,1
43,1,1,2,1,1,14326,43,0,1
44,0,1,3,1,1,14329,33,0,2
44,1,1,2,1,1,14330,98,0,1
45,0,1,3,1,1,14341,49,0,1
49,1,1,4,1,1,14342,69,0,3
43,1,1,3,1,1,14345,59,0,3
NA,NA,1,2,1,1,14346,91,0,1
44,1,1,1,1,1,14347,NA,NA,NA
41,1,1,2,1,1,14348,72,0,2
37,1,1,1,1,1,14351,98,0,1
53,1,1,4,1,1,14353,45,1,2
50,1,1,3,1,1,14354,NA,NA,NA
38,1,1,4,1,1,14356,28,0,3
51,1,1,2,1,1,14357,43,1,1
31,1,1,4,1,1,14359,104,0,4
42,1,1,3,1,1,14363,NA,NA,NA
50,1,1,1,1,1,14364,94,0,1
44,1,1,3,1,1,14365,102,0,1
44,0,1,1,1,1,14366,32,0,1
NA,0,1,4,1,1,14367,43,1,2
53,1,1,4,1,1,14369,108,0,5
49,1,1,3,1,1,14371,57,0,1
55,1,1,3,1,1,14372,NA,NA,NA
53,1,1,4,1,1,14374,23,1,3
53,1,1,4,1,1,14375,45,1,3
41,1,1,3,1,1,14377,42,0,3
54,0,1,1,1,1,14380,49,1,1
50,1,1,2,1,1,14382,53,0,1
53,0,1,4,1,1,14383,78,0,4
45,1,1,4,1,1,14385,104,0,3
50,0,1,3,1,1,14389,41,1,1
59,1,1,2,1,1,14391,98,0,1
36,1,1,2,1,1,14392,36,0,4
51,1,1,3,1,1,14394,82,0,1
46,1,1,4,1,1,14395,31,0,3
45,1,1,3,1,1,14396,53,0,3
56,1,1,3,1,1,14397,25,1,2
48,1,1,4,1,1,14400,102,0,2
46,1,1,1,1,1,14403,60,0,3
42,1,1,3,1,1,14404,41,0,4
49,1,1,3,1,1,14406,30,1,3
49,1,1,3,1,1,14407,85,0,1
55,1,1,3,1,1,14408,47,1,1
45,0,1,1,1,1,14411,84,0,1
39,1,1,4,1,1,14412,50,0,3
58,1,1,4,1,1,14414,NA,NA,NA
54,0,1,4,1,1,14415,43,1,5
46,0,1,1,1,1,14417,187,0,1
41,1,1,3,1,1,14418,33,0,2
44,1,1,4,1,1,14419,30,0,5
49,0,1,2,1,1,14420,100,0,1
37,1,1,1,1,1,14421,91,0,1
47,0,1,3,1,1,14422,71,0,1
46,1,1,2,1,1,14423,NA,NA,NA
46,1,1,2,1,1,14424,41,0,4
51,1,1,3,1,1,14426,479,0,1
32,1,1,2,1,1,14428,93,0,2
51,1,1,2,1,1,14430,44,1,1
45,1,1,1,1,1,14433,60,0,2
43,1,1,4,1,1,14434,44,0,4
44,1,1,4,1,1,14435,80,0,3
45,0,1,4,1,1,14439,65,0,1
48,1,1,2,1,1,14440,94,0,1
41,1,1,2,1,1,14442,36,0,1
46,0,1,4,1,1,14446,42,0,3
48,0,1,3,1,1,14448,48,0,3
45,1,1,4,1,1,14449,32,1,1
NA,NA,1,3,1,1,14450,21,0,2
44,1,1,3,1,1,14452,56,0,1
61,0,1,1,1,1,14453,NA,NA,NA
45,1,1,1,1,1,14454,48,0,1
57,1,1,2,1,1,14455,40,1,2
44,1,1,4,1,1,14457,68,0,1
47,1,1,1,1,1,14458,640,0,1
43,1,1,2,1,1,14459,49,0,1
44,1,1,3,1,1,14461,80,0,1
49,1,1,3,1,1,14463,92,0,3
51,1,1,1,1,1,14466,127,0,1
42,1,1,4,1,1,14467,42,0,3
54,0,1,3,1,1,14469,20,1,2
48,1,1,4,1,1,14470,9,1,1
42,1,1,4,1,1,14472,106,0,3
NA,1,1,3,1,1,14474,49,1,1
56,0,1,4,1,1,14476,NA,NA,NA
49,1,1,4,1,1,14477,22,1,3
45,1,1,2,1,1,14478,98,0,1
46,1,1,3,1,1,14479,95,0,4
48,1,1,2,1,1,14481,82,0,1
52,1,1,3,1,1,14485,74,0,3
44,0,1,2,1,1,14486,80,0,1
45,1,1,2,1,1,14489,26,1,1
40,1,1,2,1,1,14490,81,0,1
46,0,1,1,1,1,14492,104,0,1
55,1,1,3,1,1,14496,79,0,3
51,1,1,3,1,1,14497,NA,NA,NA
45,0,1,4,1,1,14498,32,1,2
48,0,1,1,1,1,14499,81,0,1
51,0,1,4,1,1,14501,75,0,4
55,0,1,2,1,1,14504,17,1,2
51,1,1,1,1,1,14506,95,0,1
40,1,1,1,1,1,14507,53,0,2
41,1,1,3,1,1,14509,49,0,1
47,1,1,2,1,1,14510,30,1,1
44,1,1,4,1,1,14511,104,0,1
51,1,1,1,1,1,14512,142,0,3
42,1,1,1,1,1,14515,54,0,1
43,1,1,1,1,1,14516,52,0,1
44,0,1,4,1,1,14519,NA,NA,NA
52,1,1,3,1,1,14520,81,0,3
50,1,1,4,1,1,14521,146,0,3
37,0,1,2,1,1,14522,30,0,1
61,1,1,1,1,1,14523,65,0,1
44,1,1,1,1,1,14524,62,0,1
44,1,1,3,1,1,14526,45,0,2
48,1,1,4,1,1,14529,30,0,2
48,1,1,2,1,1,14530,28,1,1
45,1,1,1,1,1,14531,21,1,1
42,1,1,1,1,1,14532,119,0,1
45,1,1,2,1,1,14535,82,0,1
39,0,1,3,1,1,14536,55,0,2
52,1,1,1,1,1,14542,88,0,1
50,1,1,4,1,1,14543,46,1,1
61,1,1,2,1,1,14546,49,1,1
57,1,1,1,1,1,14547,NA,NA,NA
55,1,1,2,1,1,14549,NA,NA,NA
50,0,1,4,1,1,14550,101,0,5
29,1,1,4,1,1,14551,54,0,1
55,1,1,1,1,1,14552,69,0,1
36,0,1,3,1,1,14553,97,0,1
47,1,1,2,1,1,14554,24,0,1
50,1,1,1,1,1,14557,91,0,1
48,0,1,3,1,1,14558,89,0,1
48,1,1,3,1,1,14563,90,0,2
43,1,1,3,1,1,14564,85,0,2
54,0,1,1,1,1,14565,54,1,1
50,0,1,1,1,1,14566,75,0,2
44,1,1,3,1,1,14567,59,0,1
44,1,1,1,1,1,14568,NA,NA,NA
47,1,1,1,1,1,14569,53,0,1
42,1,1,2,1,1,14571,78,0,1
39,1,1,2,1,1,14574,106,0,1
45,0,1,1,1,1,14575,53,0,2
44,1,1,4,1,1,14576,405,0,3
49,1,1,1,1,1,14577,85,0,1
50,1,1,4,1,1,14578,NA,NA,NA
45,1,1,4,1,1,14581,47,0,5
NA,1,1,2,1,1,14582,41,0,1
54,0,1,2,1,1,14583,84,0,1
53,1,1,4,1,1,14585,61,0,3
49,0,1,4,1,1,14587,92,0,4
51,1,1,3,1,1,14589,42,1,1
52,1,1,2,1,1,14591,69,0,1
51,1,1,2,1,1,14594,NA,NA,NA
48,1,1,4,1,1,14595,58,0,3
44,1,1,2,1,1,14597,79,0,1
36,1,1,4,1,1,14598,109,0,5
47,1,1,4,1,1,14599,101,0,2
43,1,1,3,1,1,14601,20,1,1
46,1,1,1,1,1,14602,41,0,1
45,1,1,4,1,1,14606,21,1,2
42,1,1,3,1,1,14608,NA,NA,NA
56,1,1,4,1,1,14610,103,0,3
50,0,1,1,1,1,14611,NA,NA,NA
48,1,1,3,1,1,14613,801,0,3
40,1,1,4,1,1,14614,53,0,4
41,1,1,4,1,1,14617,161,0,3
43,1,1,2,1,1,14618,NA,NA,NA
44,0,1,2,1,1,14622,57,0,1
44,1,1,1,1,1,14624,109,0,1
49,1,1,1,1,1,14626,40,1,1
38,0,1,1,1,1,14628,403,0,3
44,1,1,2,1,1,14629,214,0,3
49,1,1,1,1,1,14630,107,0,2
43,1,1,2,1,1,14633,40,0,1
49,1,1,1,1,1,14635,41,1,3
46,1,1,2,1,1,14636,148,0,1
47,1,1,1,1,1,14637,50,0,2
47,1,1,2,1,1,14639,135,0,1
47,1,1,1,1,1,14640,67,0,1
49,0,1,1,1,1,14641,NA,NA,NA
56,1,1,4,1,1,14642,50,1,3
45,1,1,1,1,1,14643,82,0,1
57,1,1,1,1,1,14645,108,0,1
55,1,1,1,1,1,14646,15,1,1
54,0,1,1,1,1,14649,73,0,1
43,1,1,1,1,1,14651,43,0,1
39,1,1,1,1,1,14654,54,0,2
58,0,1,3,1,1,14655,NA,NA,NA
35,1,1,2,1,1,14656,87,0,1
40,0,1,3,1,1,14657,59,0,1
44,1,1,4,1,1,14658,58,0,1
49,1,1,1,1,1,14659,132,0,1
36,0,1,4,1,1,14660,27,0,3
46,1,1,3,1,1,14663,NA,NA,NA
54,1,1,4,1,1,14666,56,1,1
54,1,1,4,1,1,14668,85,0,2
46,1,1,2,1,1,14673,103,0,1
52,1,1,4,1,1,14674,NA,NA,NA
50,1,1,2,1,1,14676,811,0,1
50,1,1,1,1,1,14677,NA,NA,NA
45,0,1,4,1,1,14678,42,0,3
45,1,1,4,1,1,14681,51,0,4
45,1,1,3,1,1,14682,114,0,3
47,1,1,3,1,1,14684,60,0,3
51,1,1,1,1,1,14687,53,0,3
57,1,1,4,1,1,14689,NA,NA,NA
47,0,1,2,1,1,14692,46,0,1
45,1,1,3,1,1,14695,48,0,2
37,1,1,1,1,1,14697,110,0,1
47,1,1,4,1,1,14698,61,0,4
41,1,1,3,1,1,14700,NA,NA,NA
49,1,1,4,1,1,14701,NA,NA,NA
43,1,1,4,1,1,14702,406,0,3
40,0,1,3,1,1,14703,97,0,1
53,1,1,3,1,1,14706,NA,NA,NA
39,1,1,4,1,1,14707,62,0,3
50,1,1,1,1,1,14708,104,0,1
58,1,1,4,1,1,14710,44,1,5
42,1,1,4,1,1,14711,100,0,4
47,1,1,4,1,1,14714,22,1,3
59,1,1,1,1,1,14715,62,1,1
44,1,1,1,1,1,14717,103,0,1
44,1,1,4,1,1,14720,44,0,1
45,1,1,4,1,1,14722,72,0,4
46,1,1,3,1,1,14725,52,0,2
48,1,1,3,1,1,14728,62,0,3
66,1,1,3,1,1,14730,46,1,2
48,1,1,4,1,1,14732,73,0,3
39,1,1,4,1,1,14734,97,0,3
43,1,1,3,1,1,14737,NA,NA,NA
42,1,1,3,1,1,14739,97,0,1
NA,NA,1,1,1,1,14740,79,0,1
59,1,1,2,1,1,14741,NA,NA,NA
56,1,1,4,1,1,14742,NA,NA,NA
53,1,1,4,1,1,14743,47,1,3
42,1,1,4,1,1,14744,27,0,3
46,1,1,1,1,1,14745,67,0,1
45,1,1,2,1,1,14746,64,0,1
51,1,1,3,1,1,14747,84,0,1
35,0,1,1,1,1,14748,71,0,1
48,1,1,4,1,1,14749,22,1,1
54,0,1,4,1,1,14750,83,0,4
51,1,1,4,1,1,14751,109,0,3
48,0,1,3,1,1,14752,71,0,1
51,1,1,1,1,1,14754,NA,NA,NA
49,1,1,4,1,1,14757,106,0,4
36,1,1,4,1,1,14759,171,0,3
50,0,1,3,1,1,14760,65,0,5
45,0,1,2,1,1,14761,NA,NA,NA
46,0,1,4,1,1,14762,NA,NA,NA
48,1,1,1,1,1,14764,80,0,1
51,1,1,1,1,1,14765,47,1,2
40,1,1,4,1,1,14766,57,0,4
44,0,1,3,1,1,14767,72,0,2
45,1,1,1,1,1,14768,59,0,3
48,1,1,1,1,1,14769,182,0,3
42,1,1,1,1,1,14770,95,0,1
41,1,1,1,1,1,14771,42,0,2
43,1,1,4,1,1,14774,43,0,2
46,1,1,3,1,1,14776,56,0,3
NA,1,1,2,1,1,14777,75,0,2
59,1,1,2,1,1,14778,62,0,1
48,1,1,2,1,1,14779,44,0,2
50,1,1,2,1,1,14781,29,1,2
52,1,1,2,1,1,14782,NA,NA,NA
46,0,1,4,1,1,14783,26,1,3
51,1,1,4,1,1,14784,60,0,5
62,1,1,3,1,1,14785,NA,NA,NA
40,1,1,1,1,1,14786,39,0,1
50,1,1,3,1,1,14787,42,1,1
56,1,1,3,1,1,14788,NA,NA,NA
53,0,1,1,1,1,14789,49,1,1
65,1,1,2,1,1,14791,NA,NA,NA
49,1,1,3,1,1,14793,103,0,5
46,0,1,3,1,1,14794,98,0,3
43,1,1,4,1,1,14796,43,0,1
47,1,1,2,1,1,14798,46,0,1
59,1,1,3,1,1,14805,NA,NA,NA
54,1,1,1,1,1,14806,82,0,1
45,1,1,3,1,1,14807,94,0,1
39,0,1,2,1,1,14808,93,0,1
55,1,1,4,1,1,14809,NA,NA,NA
53,1,1,4,1,1,14810,31,0,2
47,1,1,4,1,1,14813,98,0,5
46,1,1,3,1,1,14814,NA,NA,NA
51,1,1,4,1,1,14816,49,1,3
42,1,1,3,1,1,14817,41,0,2
50,1,1,2,1,1,14821,NA,NA,NA
49,1,1,2,1,1,14822,97,0,1
48,1,1,3,1,1,14823,110,0,1
49,0,1,2,1,1,14825,94,0,2
44,0,1,1,1,1,14826,NA,NA,NA
56,1,1,4,1,1,14827,NA,NA,NA
43,1,1,1,1,1,14829,48,0,1
49,1,1,1,1,1,14830,82,0,1
53,0,1,1,1,1,14831,165,0,1
55,0,1,1,1,1,14834,168,0,1
55,1,1,1,1,1,14835,56,1,1
59,1,1,4,1,1,14836,55,1,1
41,1,1,1,1,1,14837,64,0,1
60,1,1,2,1,1,14838,31,1,1
49,1,1,1,1,1,14839,105,0,1
45,1,1,3,1,1,14840,142,0,1
63,1,1,3,1,1,14841,37,1,4
59,1,1,4,1,1,14842,NA,NA,NA
41,1,1,3,1,1,14844,69,0,4
50,1,1,1,1,1,14845,NA,NA,NA
46,1,1,4,1,1,14846,43,0,1
44,1,1,3,1,1,14847,47,0,3
45,0,1,4,1,1,14850,53,0,4
44,0,1,1,1,1,14851,52,0,3
40,1,1,1,1,1,14853,71,0,1
57,1,1,1,1,1,14854,22,1,1
46,1,1,1,1,1,14856,NA,NA,NA
49,0,1,4,1,1,14857,76,0,2
50,1,1,1,1,1,14858,48,1,1
48,1,1,3,1,1,14859,50,0,2
50,1,1,1,1,1,14860,60,0,3
51,1,1,4,1,1,14863,NA,NA,NA
43,1,1,3,1,1,14864,71,0,3
49,1,1,3,1,1,14866,61,0,1
38,1,1,1,1,1,14867,84,0,1
43,1,1,4,1,1,14869,100,0,3
35,0,1,1,1,1,14870,76,0,4
36,1,1,2,1,1,14871,93,0,1
53,1,1,1,1,1,14873,48,1,2
36,1,1,2,1,1,14875,36,0,1
45,1,1,1,1,1,14877,25,1,1
51,1,1,4,1,1,14878,183,0,2
56,1,1,3,1,1,14879,119,0,1
38,0,1,3,1,1,14880,61,0,2
38,1,1,2,1,1,14881,59,0,1
50,1,1,4,1,1,14884,96,0,4
59,1,1,4,1,1,14886,42,1,1
42,1,1,3,1,1,14887,55,0,1
54,1,1,3,1,1,14888,40,1,4
39,1,1,2,1,1,14889,NA,NA,NA
56,0,1,4,1,1,14891,110,0,3
43,1,1,1,1,1,14893,99,0,1
47,1,1,2,1,1,14895,133,0,1
50,1,1,3,1,1,14896,107,0,1
58,1,1,4,1,1,14897,57,0,1
59,1,1,1,1,1,14898,NA,NA,NA
57,1,1,3,1,1,14899,90,0,2
50,1,1,2,1,1,14902,48,1,1
52,0,1,1,1,1,14905,NA,NA,NA
56,1,1,2,1,1,14906,NA,NA,NA
47,1,1,1,1,1,14907,45,0,1
NA,1,1,1,1,1,14909,55,0,1
45,0,1,1,1,1,14910,NA,NA,NA
57,0,1,3,1,1,14912,67,1,2
46,0,1,2,1,1,14914,84,0,1
37,0,1,1,1,1,14915,45,0,1
44,1,1,3,1,1,14917,44,0,2
57,1,1,2,1,1,14918,NA,NA,NA
50,1,1,2,1,1,14919,62,0,1
NA,0,1,4,1,1,14921,109,0,4
55,1,1,3,1,1,14922,24,1,1
57,1,1,1,1,1,14923,NA,NA,NA
49,1,1,1,1,1,14925,110,0,1
41,1,1,4,1,1,14927,74,0,3
45,0,1,2,1,1,14930,76,0,1
48,1,1,2,1,1,14933,433,0,1
NA,NA,1,3,1,1,14935,33,1,2
64,1,1,2,1,1,14936,NA,NA,NA
34,1,1,3,1,1,14942,111,0,2
NA,NA,1,1,1,1,14943,101,0,1
41,1,1,3,1,1,14944,102,0,1
55,1,1,2,1,1,14947,NA,NA,NA
51,0,1,1,1,1,14948,107,0,1
50,1,1,2,1,1,14949,61,0,1
51,1,1,1,1,1,14950,100,0,1
50,1,1,4,1,1,14952,101,0,4
46,1,1,4,1,1,14954,59,0,3
41,1,1,1,1,1,14955,28,0,1
56,1,1,3,1,1,14956,NA,NA,NA
57,0,1,1,1,1,14957,101,0,1
34,1,1,4,1,1,14958,103,0,4
44,1,1,1,1,1,14960,44,0,1
43,1,1,4,1,1,14961,31,0,2
47,0,1,1,1,1,14962,NA,NA,NA
54,1,1,4,1,1,14963,24,1,1
56,1,1,2,1,1,14964,NA,NA,NA
NA,1,1,2,1,1,14966,NA,NA,NA
47,1,1,3,1,1,14967,89,0,1
38,1,1,4,1,1,14969,88,0,3
49,1,1,3,1,1,14970,NA,NA,NA
54,1,1,2,1,1,14971,87,0,1
51,1,1,1,1,1,14972,50,1,2
49,1,1,2,1,1,14975,91,0,1
43,1,1,2,1,1,14976,51,0,1
45,0,1,4,1,1,14978,47,0,2
48,1,1,1,1,1,14979,136,0,1
56,1,1,4,1,1,14980,230,0,1
47,1,1,1,1,1,14984,61,0,3
63,1,1,1,1,1,14986,60,0,1
51,1,1,3,1,1,14987,61,0,1
44,1,1,1,1,1,14989,NA,NA,NA
46,1,1,1,1,1,14992,43,0,1
53,0,1,3,1,1,14993,50,0,2
48,1,1,4,1,1,14995,41,1,2
NA,NA,1,3,1,1,14996,45,1,3
45,1,1,4,1,1,14997,174,0,3
NA,1,1,1,1,1,15002,NA,NA,NA
33,0,1,2,1,1,15003,81,0,3
47,1,1,4,1,1,15004,95,0,4
39,0,1,1,1,1,15005,46,0,1
52,0,1,4,1,1,15006,53,1,3
53,0,1,2,1,1,15009,96,0,1
51,1,1,2,1,1,15010,96,0,1
65,1,1,4,1,1,15012,100,0,3
50,0,1,2,1,1,15013,NA,NA,NA
35,1,1,2,1,1,15014,46,0,2
60,1,1,2,1,1,15016,NA,NA,NA
46,1,1,1,1,1,15017,138,0,1
53,0,1,4,1,1,15018,110,0,3
45,1,1,2,1,1,15019,43,0,1
53,1,1,2,1,1,15020,47,0,1
65,0,1,3,1,1,15022,NA,NA,NA
45,0,1,2,1,1,15025,NA,NA,NA
56,1,1,3,1,1,15026,126,0,1
52,1,1,2,1,1,15027,102,0,1
41,0,1,1,1,1,15028,20,1,1
50,1,1,3,1,1,15030,51,0,3
44,1,1,2,1,1,15034,142,0,1
NA,1,1,1,1,1,15036,NA,NA,NA
53,1,1,4,1,1,15037,77,0,4
49,1,1,1,1,1,15041,NA,NA,NA
58,1,1,1,1,1,15043,26,1,1
51,1,1,1,1,1,15045,74,0,2
54,1,1,3,1,1,15047,NA,NA,NA
58,1,1,1,1,1,15049,70,1,1
NA,1,1,4,1,1,15050,NA,NA,NA
46,1,1,3,1,1,15051,74,0,3
49,1,1,2,1,1,15052,75,0,1
46,0,1,1,1,1,15053,27,1,1
39,1,1,1,1,1,15055,61,0,1
50,1,1,3,1,1,15056,NA,NA,NA
45,1,1,4,1,1,15058,55,0,3
54,1,1,3,1,1,15060,65,0,3
40,0,1,3,1,1,15061,79,0,3
46,0,1,3,1,1,15064,49,0,3
42,0,1,3,1,1,15065,NA,NA,NA
49,0,1,3,1,1,15066,164,0,2
51,1,1,3,1,1,15067,30,1,1
62,1,1,1,1,1,15069,96,0,1
53,1,1,1,1,1,15070,59,1,3
45,1,1,4,1,1,15071,119,0,1
